Date,Platform,Post_ID,Post Type,Likes,Comments,Shares,Impressions,Followers,Audience Age,Audience Gender,Audience Location,Sentiment,Reach,Engagement Rate
1/13/2023,Twitter,Post_7,Text,438,144,411,71393,24072,34,Male,Grenada,Neutral,2360,41.57
1/30/2023,Instagram,Post_88,Text,300,121,494,56504,152275,34,Male,Lithuania,Positive,3262,35.41
6/8/2023,Instagram,Post_79,Text,994,115,85,83913,24347,49,Male,British Indian Ocean Territory (Chagos Archipelago),Positive,4529,16.1
4/7/2023,Instagram,Post_8,Video,789,32,9,53951,20750,19,Male,Kazakhstan,Positive,3390,19.56
4/27/2023,Facebook,Post_48,Text,702,15,192,66440,32131,36,Male,Sweden,Negative,4277,9.1
5/26/2023,Twitter,Post_65,Video,697,219,447,33728,39916,49,Other,Guadeloupe,Positive,4454,32.4
12/5/2023,Twitter,Post_75,Text,914,188,107,62234,27263,65,Female,Denmark,Positive,2994,16.33
9/21/2023,Instagram,Post_7,Video,231,207,379,72075,194021,35,Male,Georgia,Positive,2598,22.4
12/9/2023,Twitter,Post_76,Text,428,175,229,8247,33201,22,Other,Saint Vincent and the Grenadines,Neutral,2287,15.35
7/12/2023,Facebook,Post_10,Image,810,229,34,67872,81062,48,Female,Palestinian Territory,Neutral,1149,57.01
2/5/2023,Facebook,Post_29,Video,459,61,390,95166,29405,44,Male,Isle of Man,Neutral,3613,33.74
3/9/2023,Instagram,Post_21,Image,853,212,421,25194,154235,18,Male,Cuba,Neutral,2946,23.79
11/12/2023,Twitter,Post_68,Image,874,273,275,80531,9730,44,Female,Greenland,Neutral,1100,132.73
9/9/2023,Twitter,Post_54,Text,426,300,106,12209,12888,63,Female,Lao People's Democratic Republic,Neutral,1218,29.72
12/17/2023,Twitter,Post_65,Text,21,59,247,88956,8674,30,Female,Malaysia,Neutral,4639,16.04
6/18/2023,Facebook,Post_83,Carousel,925,29,74,55098,10129,58,Female,Armenia,Negative,4301,23.2
5/16/2023,Instagram,Post_100,Video,740,31,62,36139,39152,55,Female,Turks and Caicos Islands,Negative,4290,16.81
3/24/2023,Instagram,Post_70,Carousel,532,176,33,22673,194527,43,Other,Rwanda,Negative,2168,53.27
6/26/2023,Facebook,Post_89,Carousel,595,284,207,4031,43735,65,Female,Bermuda,Negative,1302,91.86
12/2/2023,Instagram,Post_96,Video,397,275,291,55125,185737,35,Other,Iraq,Negative,928,120.91
9/13/2023,Facebook,Post_85,Carousel,711,150,403,87932,63235,32,Other,Portugal,Negative,1517,37.11
1/19/2023,Facebook,Post_19,Text,924,100,172,36917,42886,45,Male,Bosnia and Herzegovina,Negative,2060,41.55
10/1/2023,Instagram,Post_10,Carousel,275,208,80,84101,153021,62,Female,Bangladesh,Negative,1915,50.39
3/8/2023,Facebook,Post_96,Image,227,34,343,33965,36579,18,Male,United Arab Emirates,Negative,2708,28.36
8/4/2023,Facebook,Post_59,Text,946,71,97,69542,36600,47,Other,Mozambique,Negative,4007,31
6/19/2023,Facebook,Post_14,Text,669,216,326,23524,27032,31,Female,Lebanon,Negative,3481,34.16
7/28/2023,Twitter,Post_45,Carousel,429,283,92,33169,21298,19,Female,Botswana,Neutral,4342,14.99
1/26/2023,Instagram,Post_81,Video,550,253,378,32823,30614,20,Other,Lesotho,Neutral,1497,85.37
10/31/2023,Twitter,Post_98,Video,864,283,340,14023,38243,43,Other,China,Positive,2746,49.85
11/21/2023,Facebook,Post_25,Carousel,20,7,247,22350,34521,40,Other,Jamaica,Positive,2407,11.38
3/4/2023,Facebook,Post_74,Video,895,216,449,93412,30734,60,Male,Iceland,Positive,4981,5.06
5/20/2023,Instagram,Post_37,Video,688,47,484,87818,177511,39,Other,Sao Tome and Principe,Negative,3096,31.56
8/13/2023,Instagram,Post_5,Image,923,25,68,6263,44298,48,Male,Liberia,Negative,4423,17.95
5/18/2023,Instagram,Post_29,Video,604,27,107,33867,115917,64,Female,Uganda,Negative,2519,24.93
6/8/2023,Facebook,Post_100,Video,371,64,439,50962,86661,48,Male,Northern Mariana Islands,Negative,1292,54.64
10/23/2023,Instagram,Post_83,Carousel,908,248,476,69472,155027,61,Female,United Arab Emirates,Negative,4890,16.03
8/18/2023,Facebook,Post_86,Image,193,85,103,83876,83147,46,Other,Martinique,Positive,4727,23.76
6/13/2023,Instagram,Post_100,Image,110,84,341,86756,33135,25,Other,Nauru,Positive,4210,28.48
7/13/2023,Instagram,Post_67,Image,307,92,85,66558,94009,34,Female,Tonga,Positive,4547,14.01
11/26/2023,Facebook,Post_82,Carousel,772,255,71,95860,58887,28,Male,Seychelles,Positive,3867,15
8/5/2023,Facebook,Post_85,Carousel,836,273,454,33976,65485,65,Other,Panama,Positive,1122,87.08
3/6/2023,Twitter,Post_92,Text,829,13,387,19839,35876,26,Female,Croatia,Positive,2509,22.16
8/31/2023,Instagram,Post_56,Text,98,59,54,48457,121577,25,Other,Sao Tome and Principe,Positive,3956,12.56
12/17/2023,Twitter,Post_74,Text,96,3,449,35850,29769,47,Other,Svalbard & Jan Mayen Islands,Positive,2630,35.44
2/6/2023,Twitter,Post_25,Video,831,178,495,86371,31553,46,Other,Burundi,Negative,4782,9.62
8/13/2023,Instagram,Post_13,Text,634,89,105,62836,86322,24,Male,Mauritania,Negative,1614,85.44
12/24/2023,Facebook,Post_80,Video,472,209,31,78105,69698,38,Female,Greenland,Negative,2324,54
2/23/2023,Facebook,Post_21,Text,827,163,274,80113,79338,22,Male,Serbia,Negative,889,103.82
1/22/2023,Facebook,Post_81,Image,987,178,289,1397,15497,35,Male,Liberia,Negative,1750,17.71
4/14/2023,Instagram,Post_24,Carousel,530,104,111,7386,103299,62,Other,Germany,Negative,2520,42.3
6/29/2023,Facebook,Post_17,Text,779,177,71,26949,55416,57,Male,Iceland,Negative,4972,16.49
10/7/2023,Twitter,Post_32,Video,777,103,376,68677,7095,39,Female,Saint Helena,Negative,3176,6.52
4/26/2023,Twitter,Post_20,Text,239,245,48,94501,49691,59,Other,Qatar,Negative,3144,33.68
1/27/2023,Instagram,Post_76,Carousel,852,211,201,37982,83396,49,Female,Mayotte,Negative,922,99.67
4/25/2023,Instagram,Post_60,Image,886,23,254,33777,97660,52,Male,Palestinian Territory,Positive,2479,22.15
10/28/2023,Twitter,Post_44,Video,691,251,422,49387,39770,64,Other,Uganda,Negative,2560,45.98
2/7/2023,Twitter,Post_60,Text,804,279,123,70217,34833,47,Other,Andorra,Negative,1560,101.35
9/28/2023,Instagram,Post_69,Image,810,18,306,45363,22883,56,Male,Myanmar,Neutral,4139,38.1
3/9/2023,Facebook,Post_79,Image,693,104,120,62121,82719,60,Male,Luxembourg,Neutral,2009,31.81
2/27/2023,Twitter,Post_4,Image,957,241,317,43770,26296,18,Other,Bhutan,Positive,2925,17.23
4/16/2023,Twitter,Post_31,Video,50,104,105,24125,19470,50,Male,French Guiana,Positive,3466,30.53
8/9/2023,Facebook,Post_96,Text,184,176,76,89692,16000,26,Male,Faroe Islands,Positive,3829,30.87
8/23/2023,Twitter,Post_34,Carousel,969,127,331,83641,17730,57,Female,Benin,Positive,2839,27.62
3/2/2023,Instagram,Post_97,Carousel,132,160,4,42656,85829,42,Other,Zimbabwe,Neutral,4501,11.86
3/27/2023,Facebook,Post_64,Image,759,192,259,89421,14078,53,Female,Tunisia,Neutral,2042,30.71
6/29/2023,Facebook,Post_58,Carousel,653,105,25,57417,26155,64,Male,United Arab Emirates,Neutral,1717,87.59
2/22/2023,Twitter,Post_49,Image,423,73,62,50789,39099,48,Male,Guernsey,Neutral,2646,17.16
9/9/2023,Twitter,Post_24,Text,865,186,83,77192,12570,62,Other,Norfolk Island,Negative,2443,56.98
12/18/2023,Twitter,Post_39,Text,11,211,71,94187,14063,32,Female,North Macedonia,Negative,3805,22.16
8/21/2023,Instagram,Post_92,Image,557,51,443,91412,107948,27,Other,Egypt,Negative,4941,27.81
6/23/2023,Facebook,Post_25,Image,644,201,452,1361,99536,62,Other,American Samoa,Negative,3160,44.84
4/27/2023,Facebook,Post_2,Image,978,185,477,49610,20504,55,Other,Chad,Positive,4611,8.54
2/21/2023,Twitter,Post_43,Video,489,168,351,61086,29233,21,Male,Ukraine,Positive,3790,14.46
6/21/2023,Twitter,Post_15,Text,344,284,318,20561,22897,46,Other,Lesotho,Neutral,3236,16.97
3/5/2023,Facebook,Post_71,Text,153,156,308,72351,93468,29,Other,South Georgia and the South Sandwich Islands,Negative,1236,59.22
8/30/2023,Facebook,Post_47,Carousel,438,253,308,6289,47625,25,Female,Belgium,Positive,4194,27.3
6/23/2023,Facebook,Post_52,Image,142,129,236,61458,21214,40,Other,Indonesia,Neutral,4409,11.82
5/19/2023,Twitter,Post_99,Video,50,83,285,81321,44549,30,Other,El Salvador,Neutral,2813,22.5
10/29/2023,Instagram,Post_38,Text,273,186,11,69431,126033,24,Male,Cyprus,Neutral,1537,84.97
2/28/2023,Instagram,Post_57,Text,919,144,284,39772,85449,28,Other,Tonga,Positive,2446,52.09
7/31/2023,Instagram,Post_77,Text,800,257,90,22804,110304,47,Male,Iran,Neutral,4482,4.42
8/24/2023,Instagram,Post_34,Video,306,260,211,75551,40292,61,Male,Trinidad and Tobago,Neutral,4003,15.19
12/19/2023,Instagram,Post_27,Video,259,298,130,35768,101293,65,Other,Norfolk Island,Negative,1734,13.03
10/8/2023,Instagram,Post_89,Text,791,104,434,96193,88424,54,Female,Philippines,Neutral,4514,20.62
10/12/2023,Instagram,Post_10,Video,143,163,410,21336,37880,42,Other,Saint Martin,Neutral,4232,26.72
6/10/2023,Facebook,Post_30,Text,350,120,139,94066,58654,33,Female,Micronesia,Neutral,635,139.37
8/28/2023,Facebook,Post_100,Text,829,238,225,62367,51861,36,Other,Taiwan,Neutral,2303,52.15
5/8/2023,Twitter,Post_23,Text,867,286,229,9871,34833,22,Female,Palau,Neutral,2973,23.95
12/1/2023,Twitter,Post_30,Carousel,4,295,177,16567,6787,60,Male,San Marino,Negative,2035,31.99
2/28/2023,Instagram,Post_73,Video,834,13,156,65751,133844,19,Male,Grenada,Negative,856,107.48
10/25/2023,Instagram,Post_40,Carousel,37,116,409,30840,142948,29,Male,Denmark,Negative,556,211.15
7/2/2023,Facebook,Post_51,Image,560,115,159,47719,21171,45,Other,Western Sahara,Negative,3273,15.73
7/1/2023,Twitter,Post_96,Text,844,93,375,60871,39822,42,Female,Andorra,Negative,4669,29.62
9/1/2023,Facebook,Post_40,Text,864,275,283,92693,38617,29,Female,Costa Rica,Neutral,1210,41.4
11/3/2023,Instagram,Post_90,Video,393,211,284,74710,64894,44,Other,Kenya,Neutral,4935,19.9
8/10/2023,Instagram,Post_57,Image,922,217,48,9723,71325,46,Male,China,Neutral,1523,48.92
5/25/2023,Facebook,Post_78,Image,128,269,163,85759,26220,35,Female,Algeria,Neutral,2093,45.15
10/5/2023,Twitter,Post_39,Video,587,148,140,24816,20485,21,Female,Gabon,Negative,2695,19.52
6/28/2023,Twitter,Post_78,Text,589,57,87,24387,31120,26,Other,Sweden,Negative,3619,36.2
11/11/2023,Facebook,Post_93,Text,510,183,382,49035,55158,50,Male,Guatemala,Negative,1831,30.31
8/11/2023,Facebook,Post_44,Text,377,214,221,74199,83016,45,Male,Norway,Negative,4759,27.97
9/19/2023,Instagram,Post_78,Text,885,140,366,4907,74516,56,Other,Guinea-Bissau,Negative,2283,19.1
8/31/2023,Twitter,Post_61,Image,381,59,391,14261,43767,18,Female,American Samoa,Negative,1611,11.61
4/22/2023,Facebook,Post_19,Carousel,40,186,484,51288,28639,43,Female,British Indian Ocean Territory (Chagos Archipelago),Negative,2148,58.47
5/11/2023,Facebook,Post_97,Video,175,200,65,82612,78291,43,Female,Macao,Negative,2708,27.51
12/27/2023,Instagram,Post_98,Video,26,163,349,39302,137362,31,Female,Lao People's Democratic Republic,Negative,3749,25.93
11/9/2023,Instagram,Post_46,Carousel,337,221,115,20469,99257,47,Female,Norfolk Island,Negative,1306,61.33
12/29/2023,Instagram,Post_77,Video,934,70,268,99671,48879,26,Male,Nepal,Positive,1531,72.57
11/29/2023,Instagram,Post_50,Carousel,940,74,481,59409,50450,33,Female,Kuwait,Positive,2852,25.67
9/24/2023,Twitter,Post_3,Image,106,108,35,67407,6421,58,Male,French Guiana,Positive,3470,34.67
2/13/2023,Facebook,Post_84,Video,969,280,130,63436,23463,49,Other,Seychelles,Positive,3300,18.27
8/2/2023,Facebook,Post_21,Carousel,87,300,387,11579,13871,32,Other,Guinea,Neutral,2595,28.21
9/10/2023,Twitter,Post_16,Text,355,128,222,70728,15325,45,Female,Norfolk Island,Neutral,4414,6.66
10/1/2023,Instagram,Post_93,Image,22,83,391,54599,197550,62,Other,Slovenia,Neutral,4588,22.21
8/21/2023,Facebook,Post_71,Video,563,165,427,32858,74347,48,Female,Falkland Islands (Malvinas),Negative,4588,29.53
6/29/2023,Twitter,Post_72,Video,149,137,449,3955,38501,50,Male,Cambodia,Positive,4220,13.82
2/26/2023,Twitter,Post_87,Carousel,793,84,20,40759,16744,35,Male,United States Minor Outlying Islands,Positive,1494,62.78
1/6/2023,Twitter,Post_67,Carousel,723,19,447,74068,40999,52,Male,Palau,Positive,4486,19.86
12/2/2023,Twitter,Post_86,Image,340,203,169,68121,48934,53,Male,Nepal,Neutral,3362,21.06
5/22/2023,Instagram,Post_17,Image,276,281,257,58583,57548,32,Female,Venezuela,Neutral,2248,19.17
2/16/2023,Twitter,Post_39,Text,709,180,33,86354,25645,38,Female,Belgium,Positive,771,75.62
1/23/2023,Facebook,Post_42,Carousel,389,42,403,41603,29058,64,Other,Namibia,Positive,1509,46.26
6/15/2023,Instagram,Post_75,Text,253,206,138,7767,66548,28,Other,French Polynesia,Positive,929,58.45
12/10/2023,Instagram,Post_5,Carousel,298,168,289,4157,28011,56,Female,Fiji,Positive,1013,104.54
9/10/2023,Instagram,Post_90,Carousel,456,103,191,73971,151600,61,Female,Burkina Faso,Positive,859,43.42
8/17/2023,Twitter,Post_9,Image,414,104,228,69103,25679,43,Male,Aruba,Positive,1869,59.98
3/8/2023,Facebook,Post_25,Video,903,31,275,57122,33783,22,Male,China,Negative,2940,14.63
5/10/2023,Facebook,Post_89,Text,286,276,68,7736,67803,59,Other,Mexico,Negative,1518,52.04
9/16/2023,Twitter,Post_44,Carousel,607,107,16,34514,13228,38,Other,Gabon,Negative,824,147.33
4/24/2023,Instagram,Post_85,Video,122,198,314,15402,91468,57,Male,Cote d'Ivoire,Negative,3425,14.07
5/15/2023,Facebook,Post_100,Image,686,150,432,21339,29389,52,Male,Nauru,Negative,1214,65.32
2/26/2023,Twitter,Post_41,Carousel,632,31,421,17575,31277,26,Other,Vietnam,Negative,2761,54.15
9/9/2023,Twitter,Post_24,Image,743,38,252,50048,20436,51,Female,North Macedonia,Negative,3795,23.61
7/19/2023,Facebook,Post_50,Carousel,633,229,469,65295,69327,45,Female,Brazil,Positive,3479,26.24
9/30/2023,Facebook,Post_9,Text,407,22,129,46940,33974,49,Other,Ecuador,Positive,3064,39.62
2/20/2023,Twitter,Post_33,Carousel,548,55,141,39751,35325,39,Other,Austria,Neutral,3099,7.16
8/26/2023,Facebook,Post_89,Carousel,96,103,275,45276,99951,58,Male,Latvia,Neutral,1730,68.84
11/25/2023,Twitter,Post_39,Carousel,257,246,469,34509,12430,48,Female,Hungary,Positive,1836,25.65
3/4/2023,Facebook,Post_73,Video,626,181,260,78774,69713,55,Female,Israel,Negative,3441,40.71
9/21/2023,Twitter,Post_74,Image,382,267,392,26921,49118,56,Male,Croatia,Neutral,3924,23.01
5/4/2023,Facebook,Post_28,Text,564,270,163,9528,85909,29,Other,Turks and Caicos Islands,Neutral,3184,25.16
5/28/2023,Twitter,Post_20,Image,791,96,80,4669,5207,36,Male,Canada,Neutral,4798,23.09
6/11/2023,Instagram,Post_46,Image,113,113,386,86763,142778,38,Female,Congo,Neutral,872,152.29
4/26/2023,Facebook,Post_86,Carousel,438,291,362,64851,96008,53,Male,Tokelau,Neutral,3612,34.08
4/5/2023,Facebook,Post_68,Text,991,198,410,85575,42836,60,Male,Saint Barthelemy,Positive,4911,24.09
8/19/2023,Instagram,Post_61,Text,7,252,494,59471,187582,60,Female,Benin,Positive,4762,8.5
1/4/2023,Twitter,Post_79,Video,638,213,327,8038,6839,38,Male,Papua New Guinea,Positive,1837,37.78
4/3/2023,Facebook,Post_77,Video,902,99,462,80154,59041,49,Female,Saint Vincent and the Grenadines,Neutral,1222,33.63
12/12/2023,Twitter,Post_61,Text,174,178,452,62634,34349,44,Other,Papua New Guinea,Neutral,3344,36.48
4/14/2023,Instagram,Post_68,Video,656,173,80,88496,28181,59,Other,Guinea,Neutral,4542,24.31
11/22/2023,Twitter,Post_3,Text,891,173,315,34347,38831,28,Other,Denmark,Neutral,2575,26.25
5/29/2023,Facebook,Post_35,Text,777,153,373,85494,38189,65,Female,Micronesia,Positive,1222,51.8
5/8/2023,Instagram,Post_70,Carousel,459,50,189,85797,98235,47,Female,Ghana,Positive,1802,12.49
5/8/2023,Facebook,Post_9,Text,968,255,270,98354,40829,40,Male,Greenland,Neutral,4513,7.47
6/8/2023,Twitter,Post_62,Video,40,282,142,5249,33198,47,Other,Lesotho,Neutral,547,235.83
12/26/2023,Instagram,Post_79,Video,118,152,60,50737,170305,64,Male,Mozambique,Positive,1259,36.14
10/1/2023,Instagram,Post_57,Video,267,86,58,9459,92530,53,Female,Palestinian Territory,Positive,2107,30.94
3/1/2023,Facebook,Post_16,Image,810,167,183,8796,92249,31,Male,Guinea,Positive,548,164.05
5/2/2023,Facebook,Post_48,Video,159,30,413,79558,32562,38,Male,Myanmar,Neutral,3736,37.53
11/3/2023,Instagram,Post_67,Carousel,963,20,119,89259,100169,44,Male,Christmas Island,Positive,3802,24.07
4/3/2023,Twitter,Post_20,Video,739,70,448,82601,36758,37,Other,Suriname,Neutral,2670,34.64
10/5/2023,Facebook,Post_47,Carousel,599,18,168,9967,36746,23,Female,Oman,Neutral,1696,63.56
8/11/2023,Instagram,Post_23,Image,117,8,313,90822,43434,51,Male,Zambia,Neutral,3857,21.16
6/25/2023,Facebook,Post_58,Text,361,294,460,29271,94595,51,Female,Philippines,Neutral,761,164.13
8/5/2023,Facebook,Post_94,Image,996,153,88,7568,78291,48,Male,Saint Lucia,Neutral,4212,15.15
10/17/2023,Instagram,Post_25,Image,469,119,475,52934,37268,24,Male,Iraq,Neutral,577,286.31
10/19/2023,Facebook,Post_49,Video,851,127,255,32489,69382,21,Other,Sao Tome and Principe,Neutral,4574,10.89
7/8/2023,Facebook,Post_50,Text,342,237,211,33951,59079,38,Female,Peru,Neutral,3866,17.49
10/19/2023,Twitter,Post_16,Image,455,98,360,7787,25154,26,Other,Mexico,Neutral,3248,44.37
6/29/2023,Twitter,Post_90,Text,266,204,42,94688,33198,30,Other,North Macedonia,Neutral,1727,43.95
12/15/2023,Twitter,Post_20,Video,594,40,7,55997,28253,41,Male,Papua New Guinea,Neutral,2663,12.62
11/25/2023,Facebook,Post_76,Image,549,283,397,18415,11558,64,Other,Montserrat,Neutral,4930,22.21
3/12/2023,Instagram,Post_4,Video,890,278,466,35530,85426,61,Female,Antigua and Barbuda,Neutral,1666,28.09
11/15/2023,Twitter,Post_33,Carousel,911,77,338,32474,12948,54,Other,Saint Vincent and the Grenadines,Neutral,664,117.62
8/21/2023,Instagram,Post_58,Video,187,14,461,94069,157922,38,Male,Cayman Islands,Positive,1460,69.93
8/23/2023,Facebook,Post_58,Text,282,91,438,49156,12538,64,Other,Gabon,Negative,2370,30.84
6/22/2023,Twitter,Post_95,Text,537,186,356,75147,12980,19,Male,Norway,Neutral,3145,38.79
4/16/2023,Instagram,Post_4,Image,319,239,186,78245,133294,18,Male,Montenegro,Neutral,1045,27.94
10/24/2023,Twitter,Post_92,Text,213,46,87,70576,6218,48,Male,Kiribati,Negative,4980,19.18
3/12/2023,Instagram,Post_43,Carousel,430,240,456,6215,185955,47,Male,Jordan,Negative,803,144.46
7/5/2023,Instagram,Post_36,Image,620,82,7,25662,104380,40,Other,Brunei Darussalam,Negative,1469,18.79
7/1/2023,Instagram,Post_43,Text,124,0,327,20975,181365,47,Female,Rwanda,Neutral,2657,51.9
9/28/2023,Instagram,Post_5,Image,852,246,324,28819,27065,26,Other,Brazil,Positive,620,23.87
11/20/2023,Facebook,Post_23,Carousel,790,232,435,50407,99198,21,Female,British Virgin Islands,Positive,1653,71.32
10/22/2023,Twitter,Post_43,Text,405,38,94,88352,33989,21,Other,Suriname,Positive,4792,17.24
9/4/2023,Twitter,Post_64,Carousel,82,285,6,73972,32685,47,Other,Myanmar,Positive,3619,21.06
9/30/2023,Twitter,Post_38,Image,818,47,487,89360,23245,48,Male,Nepal,Negative,4487,13.95
9/3/2023,Facebook,Post_66,Carousel,663,42,449,14017,41867,41,Other,Gibraltar,Negative,3988,29.41
8/27/2023,Facebook,Post_24,Carousel,846,163,350,55703,69322,45,Male,Bosnia and Herzegovina,Neutral,4670,14.95
7/9/2023,Facebook,Post_59,Text,329,87,476,82809,23699,20,Female,Turkmenistan,Neutral,1212,38.94
3/11/2023,Instagram,Post_52,Text,390,57,409,64503,154328,60,Female,Denmark,Negative,3490,11.29
11/17/2023,Instagram,Post_63,Image,200,56,122,84924,191245,39,Female,Cook Islands,Negative,2270,30.4
3/22/2023,Instagram,Post_80,Image,407,243,349,46677,188390,20,Female,Dominican Republic,Negative,3171,27.78
6/27/2023,Instagram,Post_62,Video,951,295,495,92912,164362,52,Other,Malawi,Negative,3327,32.16
10/7/2023,Twitter,Post_2,Text,653,182,1,42909,43857,19,Female,Christmas Island,Positive,2724,48.13
7/4/2023,Facebook,Post_75,Carousel,121,233,355,2579,35892,38,Female,Oman,Negative,3644,23.96
3/4/2023,Instagram,Post_32,Video,550,13,54,40698,174669,63,Female,Cook Islands,Negative,3930,11.96
12/4/2023,Instagram,Post_41,Video,828,207,148,80703,29195,35,Female,Puerto Rico,Negative,3063,33.73
8/2/2023,Facebook,Post_44,Text,62,99,331,92682,69053,64,Female,Peru,Neutral,4966,23.52
3/21/2023,Instagram,Post_100,Video,80,62,8,48184,131168,28,Other,Saint Lucia,Neutral,1244,115.59
11/5/2023,Facebook,Post_100,Image,287,50,80,35465,87798,34,Other,Lithuania,Neutral,1407,63.4
9/3/2023,Facebook,Post_94,Carousel,576,167,65,96962,82232,57,Other,Somalia,Neutral,2187,26.98
5/8/2023,Facebook,Post_69,Text,414,278,158,65155,30919,64,Other,Denmark,Neutral,645,148.37
6/25/2023,Twitter,Post_7,Text,515,256,62,40559,29491,33,Male,Nepal,Neutral,3479,28.37
3/2/2023,Twitter,Post_3,Text,791,50,85,81903,42211,65,Female,Samoa,Neutral,847,100.59
7/21/2023,Instagram,Post_58,Carousel,760,49,204,68852,61276,33,Male,Philippines,Neutral,699,115.02
6/22/2023,Instagram,Post_52,Image,992,31,127,16631,140460,64,Other,Malawi,Neutral,2795,33.2
11/27/2023,Twitter,Post_92,Carousel,527,60,498,49855,34349,44,Female,Western Sahara,Neutral,2035,15.18
10/5/2023,Instagram,Post_85,Video,510,273,3,79034,198171,31,Female,Iceland,Neutral,2191,23.92
5/13/2023,Facebook,Post_4,Image,246,199,322,72839,70205,26,Female,Slovenia,Neutral,1464,70.7
3/17/2023,Twitter,Post_53,Carousel,78,92,233,43704,32035,34,Male,New Caledonia,Positive,1038,104.72
2/2/2023,Facebook,Post_6,Image,133,135,244,6974,23047,22,Male,Solomon Islands,Neutral,4597,23.78
5/23/2023,Facebook,Post_28,Carousel,575,194,375,25563,23951,29,Other,British Indian Ocean Territory (Chagos Archipelago),Neutral,2663,31.51
3/26/2023,Twitter,Post_89,Video,452,265,78,75541,48615,64,Male,Chile,Neutral,2543,37.79
